Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-10114,REG-2026-1114,F,23,BS AI,3,S3,50,35,71.0,2.74,2.97,57,63,60.0,58,75,78,75.0,60,59,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,67.55,Good
S-10115,REG-2026-1115,F,22,BS Software Eng,5,S2,50,41,82.0,2.71,2.44,55,75,65.0,59,70,71,61.0,77,78,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,70.45,Good
S-10116,REG-2026-1116,F,19,BS Data Science,5,S1,50,48,97.0,3.55,3.82,95,93,94.0,82,93,91,83.0,93,97,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,90.85,Excellent
S-10117,REG-2026-1117,M,22,BS Software Eng,4,S3,50,17,35.0,1.1,1.01,38,49,43.5,27,27,45,66.03,22,41,Last-minute crammer,Probation,Not Started,No feedback provided,No interest,31.3,Poor
S-10118,REG-2026-1118,M,24,BS Software Eng,7,S3,50,37,74.0,2.98,3.07,66,61,63.5,66,67,59,75.0,56,61,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,64.0,Average
S-10119,REG-2026-1119,F,19,BS Info Tech,2,S1,50,46,92.0,3.58,3.4,93,81,87.0,81,86,90,84.0,87,84,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,86.4,Excellent
S-10120,REG-2026-1120,M,21,BS Data Science,7,S2,50,33,66.0,2.62,2.46,69,73,71.0,77,56,68,58.0,63,78,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,65.2,Good
S-10121,REG-2026-1121,F,19,BS AI,2,S1,50,47,95.0,3.63,3.44,88,88,88.0,93,92,96,84.0,91,97,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,91.05,Excellent
S-10122,REG-2026-1122,F,24,BS Software Eng,5,S1,50,26,52.0,2.1,2.35,24,47,35.5,22,22,38,35.0,39,20,Rarely studies,Needs Improvement,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,33.9,Poor
S-10123,REG-2026-1123,F,22,BS Data Science,4,S1,50,32,65.0,2.95,3.07,67,75,71.0,78,63,58,74.0,58,63,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,64.85,Average
S-10124,REG-2026-1124,M,19,BS Info Tech,6,S2,50,45,91.0,3.95,3.71,83,89,86.0,88,96,91,80.0,82,83,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,85.6,Excellent
S-10125,REG-2026-1125,M,21,BS Data Science,2,S3,50,33,67.0,3.09,3.36,66,77,71.5,62,63,70,75.0,58,61,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,66.0,Good
S-10126,REG-2026-1126,F,19,BS Data Science,4,S2,50,41,82.0,2.71,2.62,71,67,69.0,77,63,55,65.0,58,58,Needs some guidance,Warning,Ongoing,No feedback provided,Learning basics of music,62.7,Average
S-10127,REG-2026-1127,F,22,BS Computer Science,1,S3,50,24,48.0,1.7,1.69,36,22,29.0,42,48,41,38.0,53,48,Last-minute crammer,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,44.0,Poor
S-10128,REG-2026-1128,F,20,BS Computer Science,1,S1,50,35,70.0,3.38,3.38,75,78,76.5,60,58,55,67.0,74,73,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,67.4,Good
S-10129,REG-2026-1129,M,22,BS Data Science,6,S1,50,49,98.0,3.52,3.57,86,98,92.0,86,81,98,81.0,88,81,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,87.5,Excellent
S-10130,REG-2026-1130,M,23,BS Software Eng,5,S1,50,33,66.0,2.54,2.74,66,58,62.0,66,60,65,78.0,75,57,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,68.6,Good
S-10131,REG-2026-1131,F,24,BS Computer Science,4,S3,50,25,51.0,2.1,1.88,53,52,52.5,22,49,32,22.0,39,48,Rarely studies,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,37.55,Poor
S-10132,REG-2026-1132,M,25,BS Software Eng,2,S1,50,45,90.0,3.88,3.78,81,88,84.5,93,90,85,95.0,84,90,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,88.35,Excellent
S-10133,REG-2026-1133,F,22,BS Data Science,5,S2,50,34,69.0,2.67,2.88,61,66,63.5,71,78,62,55.0,76,61,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,66.55,Good
S-10134,REG-2026-1134,M,24,BS Info Tech,6,S2,50,40,81.0,2.54,2.3,61,61,61.0,78,69,76,77.0,73,56,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,71.6,Good
S-10135,REG-2026-1135,F,23,BS Computer Science,2,S3,50,46,93.0,3.85,3.97,97,91,94.0,87,98,82,90.0,88,80,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,88.5,Excellent
S-10136,REG-2026-1136,F,18,BS Data Science,8,S3,50,35,71.0,3.16,3.17,61,62,61.5,69,77,70,77.0,75,77,Needs some guidance,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,73.2,Good
S-10137,REG-2026-1137,M,25,BS AI,6,S1,50,24,49.0,1.19,1.03,48,53,50.5,22,50,25,40.0,28,43,Rarely studies,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,36.65,Poor
S-10138,REG-2026-1138,F,25,BS Software Eng,5,S3,50,40,81.0,3.08,2.79,71,55,63.0,61,63,74,70.0,66,71,Occasional studier,Warning,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,68.4,Good
S-10139,REG-2026-1139,M,19,BS Info Tech,3,S2,50,35,70.0,2.99,2.86,74,61,67.5,57,63,57,73.0,65,73,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,66.1,Good
S-10140,REG-2026-1140,M,25,BS Software Eng,7,S2,50,34,69.0,3.0,3.26,64,76,70.0,71,73,62,63.0,74,63,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,68.0,Good
S-10141,REG-2026-1141,M,23,BS Info Tech,3,S3,50,44,88.0,3.74,3.79,93,98,95.5,89,91,86,81.0,84,96,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,87.2,Excellent
S-10142,REG-2026-1142,F,22,BS AI,1,S2,50,33,66.0,2.59,2.45,65,66,65.5,71,72,62,60.0,63,66,Needs some guidance,Good,Ongoing,No feedback provided,Average sports player,64.25,Average
S-10143,REG-2026-1143,F,18,BS Software Eng,6,S1,50,45,90.0,3.5,3.67,96,90,93.0,99,90,99,84.0,97,98,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,93.45,Excellent
S-10144,REG-2026-1144,F,18,BS Software Eng,6,S3,50,45,91.0,3.85,3.98,87,82,84.5,86,92,99,88.0,86,88,Very consistent,Excellent,Completed,No feedback provided,Shows leadership in sports,89.25,Excellent
S-10145,REG-2026-1145,F,19,BS Software Eng,3,S1,50,17,34.0,2.22,1.93,53,51,52.0,48,22,52,48.0,34,44,Needs constant monitoring,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,41.8,Poor
S-10146,REG-2026-1146,F,19,BS Computer Science,4,S3,50,33,66.0,2.64,2.91,63,59,61.0,62,57,67,73.0,63,68,Occasional studier,Warning,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,65.4,Good
S-10147,REG-2026-1147,M,18,BS Computer Science,7,S3,50,46,92.0,3.8,3.82,93,98,95.5,95,82,85,99.0,86,98,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,90.95,Excellent
S-10148,REG-2026-1148,M,21,BS Data Science,8,S3,50,40,80.0,2.89,2.68,71,59,65.0,61,60,69,55.0,72,69,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,65.8,Good
S-10149,REG-2026-1149,M,23,BS Data Science,6,S1,50,36,73.0,3.39,3.42,63,66,64.5,63,69,63,67.0,76,62,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,68.2,Good
S-10150,REG-2026-1150,F,23,BS Software Eng,8,S3,50,37,75.0,2.6,2.41,70,78,74.0,77,71,69,67.0,65,62,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,68.3,Good
S-10151,REG-2026-1151,F,23,BS Data Science,8,S2,50,48,97.0,3.9,3.99,86,97,91.5,92,92,98,96.0,99,92,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,95.65,Excellent
S-10152,REG-2026-1152,F,25,BS Info Tech,8,S3,50,33,66.0,3.28,3.32,67,67,67.0,71,56,64,63.0,72,70,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,66.35,Good
S-10153,REG-2026-1153,F,19,BS AI,7,S2,50,32,65.0,3.25,3.53,74,64,69.0,64,78,73,68.0,65,58,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,67.75,Good
S-10154,REG-2026-1154,F,22,BS Data Science,2,S3,50,36,72.0,3.04,2.9,66,55,60.5,76,62,72,63.0,59,68,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,64.6,Average
S-10155,REG-2026-1155,F,20,BS AI,7,S2,50,35,70.0,3.37,3.1,75,55,65.0,62,58,76,65.0,60,62,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,64.5,Average
S-10156,REG-2026-1156,F,25,BS Computer Science,8,S3,50,36,72.0,3.32,3.11,58,64,61.0,57,67,59,75.0,58,64,Occasional studier,Warning,Not Started,"Participates occasionally, can definitely do better.",Average sports player,64.0,Average
S-10157,REG-2026-1157,M,23,BS Software Eng,7,S2,50,37,75.0,2.57,2.8,59,61,60.0,73,57,67,66.03,78,60,Occasional studier,Warning,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,67.85,Good
S-10158,REG-2026-1158,M,25,BS Data Science,7,S3,50,17,35.0,1.99,1.99,24,29,26.5,38,43,28,47.0,48,52,Rarely studies,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,41.4,Poor
S-10159,REG-2026-1159,M,23,BS Info Tech,6,S2,50,20,40.0,1.15,1.15,33,39,36.0,20,36,28,66.03,37,22,Last-minute crammer,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,35.45,Poor
S-10160,REG-2026-1160,M,19,BS Data Science,7,S1,50,37,74.0,3.32,3.03,64,67,65.5,58,56,75,64.0,69,58,Last-minute crammer,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,65.85,Good
S-10161,REG-2026-1161,F,18,BS Data Science,1,S2,50,38,76.0,2.95,3.12,58,64,61.0,72,77,59,78.0,72,62,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,69.85,Good
S-10162,REG-2026-1162,F,20,BS Software Eng,6,S1,50,34,69.0,3.02,3.22,56,65,60.5,66,75,57,77.0,69,55,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,67.0,Good
S-10163,REG-2026-1163,M,18,BS Software Eng,6,S1,50,33,67.0,3.11,2.83,78,64,71.0,59,59,63,70.0,68,62,Needs some guidance,Good,Not Started,Good effort but needs more consistency in assignments.,Average sports player,65.95,Good
S-10164,REG-2026-1164,M,20,BS Info Tech,2,S2,50,49,99.0,3.94,3.79,97,82,89.5,88,95,99,81.0,87,84,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,89.0,Excellent
S-10165,REG-2026-1165,M,25,BS Info Tech,5,S1,50,35,71.0,2.72,2.42,77,63,70.0,68,57,66,77.0,66,67,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,68.15,Good
S-10166,REG-2026-1166,M,25,BS Software Eng,7,S1,50,18,36.0,1.89,1.96,36,21,28.5,35,28,46,25.0,21,50,Last-minute crammer,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,No interest,31.35,Poor
S-10167,REG-2026-1167,F,24,BS Computer Science,7,S2,50,38,77.0,2.51,2.26,69,75,72.0,56,71,77,55.0,59,62,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,64.45,Average
S-10168,REG-2026-1168,F,23,BS Info Tech,5,S2,50,40,81.0,3.14,2.92,62,67,64.5,66,68,75,69.0,64,58,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Participates occasionally,67.45,Good
S-10169,REG-2026-1169,F,20,BS AI,4,S2,50,25,51.0,1.99,2.06,47,43,45.0,29,27,53,28.0,47,33,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,No interest,39.8,Poor
S-10170,REG-2026-1170,M,18,BS Computer Science,2,S2,50,47,94.0,3.86,3.81,92,92,92.0,96,89,90,66.03,98,80,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,93.2,Excellent
S-10171,REG-2026-1171,M,20,BS Computer Science,2,S3,50,47,94.0,3.78,3.92,80,91,85.5,90,81,89,87.0,96,93,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,89.9,Excellent
S-10172,REG-2026-1172,F,20,BS Software Eng,7,S2,50,33,66.0,2.59,2.39,63,68,65.5,55,59,64,57.0,60,56,Last-minute crammer,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,60.1,Average
S-10173,REG-2026-1173,M,19,BS Computer Science,1,S1,50,28,57.0,2.17,1.88,43,35,39.0,53,43,47,20.0,26,25,Rarely studies,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,33.75,Poor
S-10174,REG-2026-1174,F,25,BS Computer Science,1,S3,50,30,60.0,1.78,1.5,29,44,36.5,29,43,34,22.0,44,52,Needs constant monitoring,Warning,Not Started,"Needs urgent improvement, counseling recommended.",No interest,38.1,Poor
S-10175,REG-2026-1175,M,23,BS AI,6,S1,50,28,56.0,1.01,1.18,20,21,20.5,23,22,49,47.0,38,47,Rarely studies,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,39.15,Poor
S-10176,REG-2026-1176,F,24,BS AI,1,S1,50,20,41.0,1.04,1.05,23,49,36.0,38,29,43,30.0,43,21,Last-minute crammer,Warning,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,35.75,Poor
S-10177,REG-2026-1177,M,19,BS AI,3,S3,50,30,60.0,2.36,2.36,21,28,24.5,31,29,49,24.0,22,20,Rarely studies,Warning,Not Started,"Needs urgent improvement, counseling recommended.",No interest,29.55,Poor
S-10178,REG-2026-1178,M,24,BS Software Eng,7,S1,50,39,78.0,2.79,3.07,73,78,75.5,77,58,59,78.0,73,59,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,69.7,Good
S-10179,REG-2026-1179,F,24,BS AI,7,S1,50,29,59.0,2.18,2.23,44,34,39.0,20,42,32,28.0,42,32,Needs constant monitoring,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,36.15,Poor
S-10180,REG-2026-1180,F,21,BS AI,7,S2,50,35,70.0,3.27,3.1,57,58,57.5,66,74,69,57.0,75,55,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,65.95,Good
S-10181,REG-2026-1181,M,24,BS Computer Science,7,S3,50,42,85.0,3.78,3.68,91,82,86.5,81,82,86,85.0,84,93,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,85.35,Excellent
S-10182,REG-2026-1182,F,19,BS Computer Science,5,S2,50,28,58.0,2.39,2.45,38,21,29.5,48,53,51,46.0,46,40,Needs constant monitoring,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,45.9,Poor
S-10183,REG-2026-1183,F,21,BS Info Tech,5,S2,50,49,99.0,3.81,3.8,91,84,87.5,94,87,88,95.0,99,82,Highly focused,Excellent,Completed,No feedback provided,Shows leadership in sports,92.25,Excellent
S-10184,REG-2026-1184,F,23,BS Computer Science,7,S1,50,43,87.0,3.52,3.75,88,96,92.0,85,90,82,83.0,84,94,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,86.1,Excellent
S-10185,REG-2026-1185,M,20,BS AI,7,S1,50,42,85.0,3.57,3.75,93,96,94.5,80,83,96,98.0,94,88,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,92.3,Excellent
S-10186,REG-2026-1186,F,21,BS Info Tech,8,S1,50,24,48.0,1.26,1.24,51,20,35.5,24,53,20,41.0,27,45,Rarely studies,Probation,Not Started,Frequently misses deadlines and lacks motivation.,No interest,34.9,Poor
S-10187,REG-2026-1187,F,20,BS Info Tech,4,S2,50,32,65.0,2.91,3.15,66,77,71.5,69,58,58,62.0,72,60,Needs some guidance,Warning,Not Started,"Participates occasionally, can definitely do better.",Average sports player,64.75,Average
S-10188,REG-2026-1188,F,19,BS Software Eng,3,S3,50,38,77.0,2.83,2.83,57,62,59.5,56,68,72,59.0,73,68,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,67.05,Good
S-10189,REG-2026-1189,M,20,BS AI,7,S1,50,34,68.0,2.57,2.39,73,73,73.0,68,70,65,72.0,61,70,Needs some guidance,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,67.5,Good
S-10190,REG-2026-1190,F,20,BS Data Science,8,S1,50,34,69.0,2.53,2.6,55,61,58.0,72,77,72,69.0,56,57,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,64.85,Average
S-10191,REG-2026-1191,F,25,BS Data Science,4,S3,50,49,98.0,3.77,3.52,88,97,92.5,81,91,83,96.0,88,91,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,90.05,Excellent
S-10192,REG-2026-1192,M,25,BS Computer Science,3,S1,50,40,80.0,2.7,2.69,55,65,60.0,59,66,74,63.0,59,67,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,64.7,Average
S-10193,REG-2026-1193,M,22,BS Data Science,1,S3,50,36,73.0,3.37,3.66,72,58,65.0,66,65,74,67.0,61,78,Last-minute crammer,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,67.5,Good
S-10194,REG-2026-1194,M,25,BS Data Science,7,S3,50,34,68.0,2.93,2.73,62,71,66.5,71,62,65,66.03,55,77,Occasional studier,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,62.6,Average
S-10195,REG-2026-1195,F,24,BS Computer Science,4,S2,50,37,74.0,2.54,2.49,69,63,66.0,72,62,60,61.0,73,61,Occasional studier,Warning,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,65.65,Good
S-10196,REG-2026-1196,M,21,BS Data Science,6,S1,50,17,34.0,2.1,2.14,45,21,33.0,46,24,50,36.0,21,25,Needs constant monitoring,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,32.15,Poor
S-10197,REG-2026-1197,M,19,BS Data Science,6,S2,50,39,78.0,2.6,2.48,56,74,65.0,62,59,69,57.0,63,69,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,63.8,Average
S-10198,REG-2026-1198,F,25,BS AI,2,S2,50,39,78.0,2.7,2.97,74,78,76.0,77,78,64,66.0,61,70,Needs some guidance,Good,Not Started,Good effort but needs more consistency in assignments.,Average sports player,68.2,Good
